Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Animal type (product.metafields.shopify.animal-type),Constitutive ingredients (product.metafields.shopify.constitutive-ingredients),Material (product.metafields.shopify.material),Pet supply product form (product.metafields.shopify.pet-supply-product-form),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
anti-aging-moisturizer-for-sensitive-skin,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0938/1815/9418/files/1744805112302-generated-label-image-1.jpg?v=1744805243,5,"",,,,,,,,,,,,,,,,,,,,,,,,
anti-aging-moisturizer-for-sensitive-skin,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0938/1815/9418/files/1744805112312-generated-label-image-4.jpg?v=1744805243,6,"",,,,,,,,,,,,,,,,,,,,,,,,
anti-aging-moisturizer-for-sensitive-skin,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0938/1815/9418/files/1744805112301-generated-label-image-0.jpg?v=1744805243,7,"",,,,,,,,,,,,,,,,,,,,,,,,
doggie-dental-wipes,Doggie Dental Wipes,"<p>Our Dental Wipes are an easy alternative to brushing your dog's teeth! Just grab one pre-moistened wipe and gently clean your dog's teeth and gums. That's it - no water, no brush, no mess!</p><p>These wipes are pre-moistened with natural ingredients that help reduce plaque buildup, freshen your dog's breath and clean teeth and gum. They are flavored with Natural Banana Flavor, which dogs love!</p><p>Our wipes are pH balanced to match the natural pH of their saliva.</p><p><br></p><p><strong>Ingredients: </strong>Water, Natural Banana Flavor Concentrate, Sodium Bicarbonate, Zinc Gluconate, Salvia Officinalis (Sage) Leaf Extract, Papain, Spearmint Flavor Extract, Natural, Polysorbate 80, Phenoxyethanol, Ethyhexylglycerin</p><p><strong>Manufacturer's country:</strong> USA</p><p><strong>Product amount: </strong>100 wipes</p><p><strong>Gross weight: </strong>0.31lb/140g</p><p><strong>Suggested use:</strong> Let your dog sniff and taste the wipe. Once he/she is comfortable, grab one wipe and gently clean your dog's teeth and gum. Use a new wipe for each set of teeth. Reward your dog after a successful cleaning session!</p><p><strong>Warning:</strong> Wipes are for cleaning only. Do not let your dog swallow the wipes.</p> <p>
          <img src=""https://supliful.s3.amazonaws.com/categories/images/20221206124537-vegetarian.png"" alt=""Vegetarian"" style=""height: 6rem; width: auto;"">
          <img src=""https://supliful.s3.amazonaws.com/categories/images/20221206095715-hormone-free-2x.png"" alt=""Hormone-free"" style=""height: 6rem; width: auto;"">
          <img src=""https://supliful.s3.amazonaws.com/categories/images/20221206100059-antibiotic-free-2x.png"" alt=""Antibiotic-free"" style=""height: 6rem; width: auto;"">
          <img src=""https://supliful.s3.amazonaws.com/categories/images/20221206124358-vegan.png"" alt=""Vegan friendly"" style=""height: 6rem; width: auto;"">
          <img src=""https://supliful.s3.amazonaws.com/categories/images/20240131131838-alcohol-free.png"" alt=""Alcohol Free"" style=""height: 6rem; width: auto;"">
          <img src=""https://supliful.s3.amazonaws.com/categories/images/20240131151215-cruelty-free.png"" alt=""Cruelty Free"" style=""height: 6rem; width: auto;"">
          <img src=""https://supliful.s3.amazonaws.com/categories/images/20240131151227-fragrance-free.png"" alt=""Fragrance Free"" style=""height: 6rem; width: auto;"">
          <img src=""https://supliful.s3.amazonaws.com/categories/images/20240131151244-mineral-oil-free.png"" alt=""Mineral Oil Free"" style=""height: 6rem; width: auto;"">
          <img src=""https://supliful.s3.amazonaws.com/categories/images/20240131151259-paraben-free.png"" alt=""Paraben Free"" style=""height: 6rem; width: auto;"">
          <img src=""https://supliful.s3.amazonaws.com/categories/images/20240131151322-phthalate-free.png"" alt=""Phthalate Free"" style=""height: 6rem; width: auto;"">
          <img src=""https://supliful.s3.amazonaws.com/categories/images/20240131151340-silicone-free.png"" alt=""Silicone Free"" style=""height: 6rem; width: auto;"">
          <img src=""https://supliful.s3.amazonaws.com/categories/images/20240131151354-sulfate-free.png"" alt=""Sulfate Free"" style=""height: 6rem; width: auto;""></p>",Hello Healthy,,Pet,"",true,Title,Default Title,,,,,,,,FMN0DENT,140.6136347,,continue,supliful-fulfillment,17.00,,true,true,,https://cdn.shopify.com/s/files/1/0938/1815/9418/files/1744824783050-generated-label-image-0.jpg?v=1744824955,1,"",false,,,,,,,,,,,,,,,,,,,,lb,,10.35,active
doggie-dental-wipes,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0938/1815/9418/files/1744824783055-generated-label-image-3.jpg?v=1744824955,2,"",,,,,,,,,,,,,,,,,,,,,,,,
doggie-dental-wipes,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0938/1815/9418/files/1744824783054-generated-label-image-2.jpg?v=1744824955,3,"",,,,,,,,,,,,,,,,,,,,,,,,
doggie-dental-wipes,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0938/1815/9418/files/1744824783050-generated-label-image-1.jpg?v=1744824955,4,"",,,,,,,,,,,,,,,,,,,,,,,,
dog-ear-cleaner-wipes,Dog Ear Cleaner Wipes,"<p>Ear infections are the most common cause for vet visits - and most can be prevented by routinely cleaning your dog's ears - especially if he/she has floppy ears.</p><p><br></p><p>We developed an ideal solution for cleaning your dog's ears safely and easily. This product is made with natural ingredients, and has no alcohol, unlike most competitive offerings in the market. We harnessed the power of natural ingredients, such as Willow Bark and Witch Hazel, which gently moisturizes and exfoliates the skin around the ear canal to promote cell renewal. </p><p><br></p><p>Easy to use, these wipes are pre-moistened with the cleaning solution - just grab one and clean your best friend's ears. It is a lot easier to use than regular, bottled cleaning solutions - and dogs are much more comfortable with it.</p><p><br></p><p>Our wipes are preserved with a natural preservative and is pH balanced. Plus, it smells great!</p><p><br></p><p><strong>Ingredients: </strong>Water, Witch Hazel Extract, Willow Bark Extract, Leuconostoc/Radish Root Ferment Filtrate, Polysorbate 80, Fragrance, Aloe Barbadensis Leaf Powder, Lactic Acid</p><p><strong>Manufacturer's country: </strong>USA</p><p><strong>Product amount:</strong> 100 wipes</p><p><strong>Gross weight: </strong>0.3lb/ 140g</p><p><strong>Suggested use:</strong> Rub the wipe on the accessible part of your dog's ears. Repeat as needed using fresh wipes until no dirt comes out. Use daily.</p><p><strong>Warning:</strong> If your dog shows any signs of discomfort or pain during the cleaning process, stop and consult a veterinarian.</p> <p>
          <img src=""https://supliful.s3.amazonaws.com/categories/images/20221206124537-vegetarian.png"" alt=""Vegetarian"" style=""height: 6rem; width: auto;"">
          <img src=""https://supliful.s3.amazonaws.com/categories/images/20221206100059-antibiotic-free-2x.png"" alt=""Antibiotic-free"" style=""height: 6rem; width: auto;"">
          <img src=""https://supliful.s3.amazonaws.com/categories/images/20221206124358-vegan.png"" alt=""Vegan friendly"" style=""height: 6rem; width: auto;"">
          <img src=""https://supliful.s3.amazonaws.com/categories/images/20240131131838-alcohol-free.png"" alt=""Alcohol Free"" style=""height: 6rem; width: auto;"">
          <img src=""https://supliful.s3.amazonaws.com/categories/images/20240131151215-cruelty-free.png"" alt=""Cruelty Free"" style=""height: 6rem; width: auto;"">
          <img src=""https://supliful.s3.amazonaws.com/categories/images/20240131151244-mineral-oil-free.png"" alt=""Mineral Oil Free"" style=""height: 6rem; width: auto;"">
          <img src=""https://supliful.s3.amazonaws.com/categories/images/20240131151259-paraben-free.png"" alt=""Paraben Free"" style=""height: 6rem; width: auto;"">
          <img src=""https://supliful.s3.amazonaws.com/categories/images/20240131151340-silicone-free.png"" alt=""Silicone Free"" style=""height: 6rem; width: auto;"">
          <img src=""https://supliful.s3.amazonaws.com/categories/images/20240131151354-sulfate-free.png"" alt=""Sulfate Free"" style=""height: 6rem; width: auto;""></p>",Hello Healthy,,Pet,"",true,Title,Default Title,,,,,,,,FMN0DOEA,136.077711,,continue,supliful-fulfillment,17.00,,true,true,,https://cdn.shopify.com/s/files/1/0938/1815/9418/files/1744826597553-generated-label-image-1.jpg?v=1744826633,1,"",false,,,,,,,,,,,,,,,,,,,,lb,,10.35,active
dog-ear-cleaner-wipes,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0938/1815/9418/files/1744826597552-generated-label-image-0.jpg?v=1744826633,2,"",,,,,,,,,,,,,,,,,,,,,,,,
dog-ear-cleaner-wipes,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0938/1815/9418/files/1744826597606-generated-label-image-3.jpg?v=1744826633,3,"",,,,,,,,,,,,,,,,,,,,,,,,
dog-ear-cleaner-wipes,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0938/1815/9418/files/1744826597602-generated-label-image-2.jpg?v=1744826633,4,"",,,,,,,,,,,,,,,,,,,,,,,,
dog-waterless-shampoo,Dog Waterless Shampoo,"<p>Avoid the hassle of having to give your pup a full bath! With our dog waterless shampoo, you can clean your dog's fur easily, with no water. Just pump the foam onto your hands or directly onto your pup's fur, massage it well and wipe clean with a towel or just by brushing. </p><p>Our Waterless Shampoo is made with effective deodorizing agents that help control and neutralize unpleasant odors. It is naturally scented with Lavender and Lemon oils, that besides smelling great, help keep bugs away from your best friend.</p><p>Our shampoo is made with a unique fragrance technology, that controls the release of the fragrance over time so your pup smells great for a longer period of time!</p><p><br></p><p><strong>Ingredients:</strong> Water, Coco Glucoside, Zinc ricinoleate, sodium lauroyl sarcosinate, tetrahydroxypropyl ethylenediamine, Glycerin, Cocamidopropyl Betaine, Polysorbate 80, Soyethyl Morpholinium Ethosulfate, Lavandula Angustifolia (Lavender) Oil, C12-15 Pareth-12, Cellulose Gum, Ethylhexylglycerin, Hydroxypropylcellulose, PVP, Pectin, Phenoxyethanol, Polyvinyl Alcohol, Ethyhexylglycerin, Citrus Limon (Lemon) Peel Oil</p><p><strong>Manufacturer's country: </strong>USA</p><p><strong>Product amount:</strong> 4 fl oz</p><p><strong>Gross weight: </strong>0.3lb/138g</p><p><strong>Suggested use:</strong> Pump the foam into your hands or directly onto your pup's fur. Massage the product onto your dog's coat and remove excess with a towel or by brushing.</p><p><strong>Warning: </strong>Do not apply the product to your dog's eyes, ears or nose.</p> <p>
          <img src=""https://supliful.s3.amazonaws.com/categories/images/20221206124537-vegetarian.png"" alt=""Vegetarian"" style=""height: 6rem; width: auto;"">
          <img src=""https://supliful.s3.amazonaws.com/categories/images/20221206100059-antibiotic-free-2x.png"" alt=""Antibiotic-free"" style=""height: 6rem; width: auto;"">
          <img src=""https://supliful.s3.amazonaws.com/categories/images/20221206124358-vegan.png"" alt=""Vegan friendly"" style=""height: 6rem; width: auto;"">
          <img src=""https://supliful.s3.amazonaws.com/categories/images/20240131131838-alcohol-free.png"" alt=""Alcohol Free"" style=""height: 6rem; width: auto;"">
          <img src=""https://supliful.s3.amazonaws.com/categories/images/20240131151215-cruelty-free.png"" alt=""Cruelty Free"" style=""height: 6rem; width: auto;"">
          <img src=""https://supliful.s3.amazonaws.com/categories/images/20240131151244-mineral-oil-free.png"" alt=""Mineral Oil Free"" style=""height: 6rem; width: auto;"">
          <img src=""https://supliful.s3.amazonaws.com/categories/images/20240131151259-paraben-free.png"" alt=""Paraben Free"" style=""height: 6rem; width: auto;"">
          <img src=""https://supliful.s3.amazonaws.com/categories/images/20240131151322-phthalate-free.png"" alt=""Phthalate Free"" style=""height: 6rem; width: auto;"">
          <img src=""https://supliful.s3.amazonaws.com/categories/images/20240131151340-silicone-free.png"" alt=""Silicone Free"" style=""height: 6rem; width: auto;"">
          <img src=""https://supliful.s3.amazonaws.com/categories/images/20240131151354-sulfate-free.png"" alt=""Sulfate Free"" style=""height: 6rem; width: auto;""></p>",Hello Healthy,Animals & Pet Supplies > Pet Supplies,Pet,"",true,Title,Default Title,,,,,,,,FMN0WASH,136.077711,,continue,supliful-fulfillment,17.00,,true,true,,https://cdn.shopify.com/s/files/1/0938/1815/9418/files/1745047722441-generated-label-image-1.jpg?v=1745047745,1,"",false,,,,,,,,,,,,,,,,,,,,lb,,9.60,active
dog-waterless-shampoo,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0938/1815/9418/files/1745047722442-generated-label-image-2.jpg?v=1745047745,2,"",,,,,,,,,,,,,,,,,,,,,,,,
dog-waterless-shampoo,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0938/1815/9418/files/1745047722440-generated-label-image-0.jpg?v=1745047745,3,"",,,,,,,,,,,,,,,,,,,,,,,,
dog-eye-wipes,Dog Eye Wipes,"<p>Our dog eye wipes make it easy to clean around your dog's eyes to remove tear stains and debris. These wipes come pre-moistened, ready to use. They contain 100% Natural Ingredients, including moisturizing agents such as Aloe Vera, and calming actives, such as Witch Hazel. While gently cleaning the area, the product will also support hydration and leave the eye area feeling smoother.</p><p>Reward your pup with treats while or right after cleaning his/her eyes - this will make him/her eager to get their eyes cleaned!</p><p>Our Dog Eye Wipes is made with a Natural Preservative from the Whole Foods Acceptable Premium Preservative List.</p><p><br></p><p><strong>Ingredients:</strong> Water, Witch Hazel Extract, Leuconostoc/Radish Root Ferment Filtrate, Coco Glucoside, Aloe Barbadensis Leaf Juice, Chamomille Extract.</p><p><strong>Manufacturer's country: </strong>USA</p><p><strong>Product amount:</strong> 100 wipes</p><p><strong>Gross weight:</strong> 0.31lb/ 140g</p><p><strong>Suggested use: </strong>Let your dog sniff the product and become comfortable with its smell. Clean around your dog's eyes with a fresh wipe - do not touch the eye itself.</p><p><strong>Warning:</strong> For external use only. Do not apply directly to the eyes. Seek veterinary advice if your dog's eyes are red, swollen, or irritated.</p> <p>
          <img src=""https://supliful.s3.amazonaws.com/categories/images/20221206124537-vegetarian.png"" alt=""Vegetarian"" style=""height: 6rem; width: auto;"">
          <img src=""https://supliful.s3.amazonaws.com/categories/images/20221206095715-hormone-free-2x.png"" alt=""Hormone-free"" style=""height: 6rem; width: auto;"">
          <img src=""https://supliful.s3.amazonaws.com/categories/images/20221206100008-100--natural-2x.png"" alt=""All natural"" style=""height: 6rem; width: auto;"">
          <img src=""https://supliful.s3.amazonaws.com/categories/images/20221206100059-antibiotic-free-2x.png"" alt=""Antibiotic-free"" style=""height: 6rem; width: auto;"">
          <img src=""https://supliful.s3.amazonaws.com/categories/images/20221206124358-vegan.png"" alt=""Vegan friendly"" style=""height: 6rem; width: auto;"">
          <img src=""https://supliful.s3.amazonaws.com/categories/images/20240131131838-alcohol-free.png"" alt=""Alcohol Free"" style=""height: 6rem; width: auto;"">
          <img src=""https://supliful.s3.amazonaws.com/categories/images/20240131151215-cruelty-free.png"" alt=""Cruelty Free"" style=""height: 6rem; width: auto;"">
          <img src=""https://supliful.s3.amazonaws.com/categories/images/20240131151227-fragrance-free.png"" alt=""Fragrance Free"" style=""height: 6rem; width: auto;"">
          <img src=""https://supliful.s3.amazonaws.com/categories/images/20240131151244-mineral-oil-free.png"" alt=""Mineral Oil Free"" style=""height: 6rem; width: auto;"">
          <img src=""https://supliful.s3.amazonaws.com/categories/images/20240131151259-paraben-free.png"" alt=""Paraben Free"" style=""height: 6rem; width: auto;"">
          <img src=""https://supliful.s3.amazonaws.com/categories/images/20240131151322-phthalate-free.png"" alt=""Phthalate Free"" style=""height: 6rem; width: auto;"">
          <img src=""https://supliful.s3.amazonaws.com/categories/images/20240131151340-silicone-free.png"" alt=""Silicone Free"" style=""height: 6rem; width: auto;"">
          <img src=""https://supliful.s3.amazonaws.com/categories/images/20240131151354-sulfate-free.png"" alt=""Sulfate Free"" style=""height: 6rem; width: auto;""></p>",Hello Healthy,Animals & Pet Supplies > Pet Supplies > Pet Grooming Supplies,Pet,"",true,Title,Default Title,,,,,,,,FMN0DOEY,140.6136347,,continue,supliful-fulfillment,17.00,,true,true,,https://cdn.shopify.com/s/files/1/0938/1815/9418/files/1745048158503-generated-label-image-1.jpg?v=1745059946,1,"",false,,,,,,,,,,,,,,,,,plastic,,,lb,,10.35,active
dog-eye-wipes,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0938/1815/9418/files/1745048158506-generated-label-image-3.jpg?v=1745059946,2,"",,,,,,,,,,,,,,,,,,,,,,,,
dog-eye-wipes,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0938/1815/9418/files/1745048158502-generated-label-image-0.jpg?v=1745059946,3,"",,,,,,,,,,,,,,,,,,,,,,,,
dog-eye-wipes,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0938/1815/9418/files/1745048158505-generated-label-image-2.jpg?v=1745059946,4,"",,,,,,,,,,,,,,,,,,,,,,,,
dog-paw-balm,Dog Paw Balm,"<p>Protect your pup's paws from cracking, dryness and extreme weather conditions. Our paw balm is made using natural shea butter and almond oil. It is non-greasy and absorbs quickly, leaving no time for you pup to lick it!</p><p><br></p><p>This balm is delivered in an easy to use biodegradable push up tube, made with soy wax.</p><p>This balm is naturally slightly bitter to discourage pups from trying to lick the balm.</p><p><br></p><p><strong>Ingredients: </strong>Butyrospermum Parkii (Shea) Butter, Prunus Amygdalus Dulcis (Sweet Almond) Oil, Caprylic/capric triglyceride, Euphorbia cerifera (Candelilla) Wax, Cetearyl Olivate, Sorbitan Olivate, Tapioca starch, d-alpha-tocopherol, Lavandula Angustifolia (Lavender) Oil, Rosmarinus Officinalis (Rosemary) Leaf Oil, Phenoxyethanol, Ethyhexylglycerin.</p><p><strong>Manufacturer's country: </strong>USA</p><p><strong>Product amount: </strong>2.5 oz</p><p><strong>Gross weight: </strong>0.2lb/93.57g</p><p><strong>Suggested use: </strong>Let your dog sniff the product and be comfortable with its scent. Apply the balm to your pup's paws and rub it gently to absorb. Can be applied as often as needed.</p><p><strong>Warning: </strong>This product contains essential oils. Perform a patch test before using it. Apply a small amount to your dog's paws and monitor for any reactions.</p> <p>
          <img src=""https://supliful.s3.amazonaws.com/categories/images/20221206124537-vegetarian.png"" alt=""Vegetarian"" style=""height: 6rem; width: auto;"">
          <img src=""https://supliful.s3.amazonaws.com/categories/images/20221206100059-antibiotic-free-2x.png"" alt=""Antibiotic-free"" style=""height: 6rem; width: auto;"">
          <img src=""https://supliful.s3.amazonaws.com/categories/images/20221206124358-vegan.png"" alt=""Vegan friendly"" style=""height: 6rem; width: auto;"">
          <img src=""https://supliful.s3.amazonaws.com/categories/images/20240131131838-alcohol-free.png"" alt=""Alcohol Free"" style=""height: 6rem; width: auto;"">
          <img src=""https://supliful.s3.amazonaws.com/categories/images/20240131151215-cruelty-free.png"" alt=""Cruelty Free"" style=""height: 6rem; width: auto;"">
          <img src=""https://supliful.s3.amazonaws.com/categories/images/20240131151244-mineral-oil-free.png"" alt=""Mineral Oil Free"" style=""height: 6rem; width: auto;"">
          <img src=""https://supliful.s3.amazonaws.com/categories/images/20240131151259-paraben-free.png"" alt=""Paraben Free"" style=""height: 6rem; width: auto;"">
          <img src=""https://supliful.s3.amazonaws.com/categories/images/20240131151322-phthalate-free.png"" alt=""Phthalate Free"" style=""height: 6rem; width: auto;"">
          <img src=""https://supliful.s3.amazonaws.com/categories/images/20240131151340-silicone-free.png"" alt=""Silicone Free"" style=""height: 6rem; width: auto;"">
          <img src=""https://supliful.s3.amazonaws.com/categories/images/20240131151354-sulfate-free.png"" alt=""Sulfate Free"" style=""height: 6rem; width: auto;""></p>",Hello Healthy,Animals & Pet Supplies > Pet Supplies > Pet Grooming Supplies > Pet Shampoo & Conditioner,Pet,"",true,Constitutive ingredients,almond-oil,product.metafields.shopify.constitutive-ingredients,,,,,,,FMN0DOBA-1,90.718474,,continue,supliful-fulfillment,17.00,,true,true,"",https://cdn.shopify.com/s/files/1/0938/1815/9418/files/1745048776334-generated-label-image-0.jpg?v=1745048820,1,"",false,,,,,,,,,,,,,,,dogs,almond-oil; shea-butter; lavender-oil; rosemary-oil; essential-oil,,,,lb,,10.75,active
dog-paw-balm,,,,,,,,,shea-butter,,,,,,,,FMN0DOBA-2,90.718474,,continue,supliful-fulfillment,17.00,,true,true,"",https://cdn.shopify.com/s/files/1/0938/1815/9418/files/1745048776338-generated-label-image-2.jpg?v=1745049861,2,"",,,,,,,,,,,,,,,,,,,,,lb,,10.75,
dog-paw-balm,,,,,,,,,lavender-oil,,,,,,,,FMN0DOBA-3,90.718474,,continue,supliful-fulfillment,17.00,,true,true,"",https://cdn.shopify.com/s/files/1/0938/1815/9418/files/1745048776335-generated-label-image-1.jpg?v=1745049804,3,"",,,,,,,,,,,,,,,,,,,,,lb,,10.75,
dog-paw-balm,,,,,,,,,rosemary-oil,,,,,,,,FMN0DOBA-4,90.718474,,continue,supliful-fulfillment,17.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,,,,lb,,10.75,
dog-paw-balm,,,,,,,,,essential-oil,,,,,,,,FMN0DOBA-5,90.718474,,continue,supliful-fulfillment,17.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,,,,lb,,10.75,
dog-skin-soothing-cream,Dog Skin Soothing Cream,"<p>Crafted with quality ingredients, Dog Skin Soothing Cream aims to moisturize the skin while supporting its natural protective barrier. Unlike traditional sprays, our fast-absorbing cream is designed for easy application and may be preferred by dogs who dislike sprays. Its quick absorption may help reduce the urge for immediate licking after application.</p><p><br></p><p>Formulated with antioxidant-rich ingredients and featuring Ceramides in Liposomal format, our cream utilizes advanced technology to provide moisture and protection to the skin. Our aim is to offer gentle care for occasional skin discomfort, promoting a happier, more comfortable pup.</p><p><br></p><p><strong>Ingredients:</strong> Water, Calendula officinalis (Calendula) Extract, Cetearyl Alcohol, Glycerin, Milk Lipids, Ceramide NP, Caprylic/capric triglyceride, Arnica montana (Arnica) Extract, Phenoxyethanol, Caprylyl Glycol, Hippophae Rhamnoides (Sea Buckthorn) Oil, Coriandrum Sativum (Coriander) Seed Oil, Sodium Stearoyl Glutamate</p><p><strong>Manufacturer's country:</strong> USA</p><p><strong>Product amount: </strong>3.3 oz</p><p><strong>Gross weight:</strong> 0.26lb/120g</p><p><strong>Suggested use: </strong>Remove any visible dirt or debris from the area to be treated. Apply the product to the area and massage it gently or just wait for it to be absorbed. Make sure to apply it to the skin, not just the fur.</p><p><strong>Warning:</strong> Do not apply to moist tissues, like mouth, nose, ears or eyes.</p> <p>
          <img src=""https://supliful.s3.amazonaws.com/categories/images/20221206100008-100--natural-2x.png"" alt=""All natural"" style=""height: 6rem; width: auto;"">
          <img src=""https://supliful.s3.amazonaws.com/categories/images/20221206100059-antibiotic-free-2x.png"" alt=""Antibiotic-free"" style=""height: 6rem; width: auto;"">
          <img src=""https://supliful.s3.amazonaws.com/categories/images/20240131131838-alcohol-free.png"" alt=""Alcohol Free"" style=""height: 6rem; width: auto;"">
          <img src=""https://supliful.s3.amazonaws.com/categories/images/20240131151215-cruelty-free.png"" alt=""Cruelty Free"" style=""height: 6rem; width: auto;"">
          <img src=""https://supliful.s3.amazonaws.com/categories/images/20240131151244-mineral-oil-free.png"" alt=""Mineral Oil Free"" style=""height: 6rem; width: auto;"">
          <img src=""https://supliful.s3.amazonaws.com/categories/images/20240131151259-paraben-free.png"" alt=""Paraben Free"" style=""height: 6rem; width: auto;"">
          <img src=""https://supliful.s3.amazonaws.com/categories/images/20240131151322-phthalate-free.png"" alt=""Phthalate Free"" style=""height: 6rem; width: auto;"">
          <img src=""https://supliful.s3.amazonaws.com/categories/images/20240131151340-silicone-free.png"" alt=""Silicone Free"" style=""height: 6rem; width: auto;"">
          <img src=""https://supliful.s3.amazonaws.com/categories/images/20240131151354-sulfate-free.png"" alt=""Sulfate Free"" style=""height: 6rem; width: auto;""></p>",Hello Healthy,Animals & Pet Supplies > Pet Supplies > Pet Medicine > Allergy Relief,Pet,"",true,Title,Default Title,,,,,,,,FMN0DOCR,117.9340162,,continue,supliful-fulfillment,22.00,,true,true,,https://cdn.shopify.com/s/files/1/0938/1815/9418/files/1745049192382-generated-label-image-0.jpg?v=1745059946,1,"",false,,,,,,,,,,,,,,,,,,cream,,lb,,11.15,active
dog-skin-soothing-cream,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0938/1815/9418/files/1745049192385-generated-label-image-3_e89986f3-d3ee-46ee-94bf-fc05c884ad4e.jpg?v=1745059946,2,"",,,,,,,,,,,,,,,,,,,,,,,,
dog-skin-soothing-cream,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0938/1815/9418/files/1745049192382-generated-label-image-1.jpg?v=1745059946,3,"",,,,,,,,,,,,,,,,,,,,,,,,
dog-skin-soothing-cream,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0938/1815/9418/files/1745049192384-generated-label-image-2.jpg?v=1745059946,4,"",,,,,,,,,,,,,,,,,,,,,,,,
